id,label,message
365,0,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!
366,0,"Wait, do you know if wesleys in town? I bet she does hella drugs!"
367,0,And pls pls drink plenty plenty water
368,0,"Yup, leaving right now, be back soon"
369,0,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.
370,0,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola
371,0,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?
372,0,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?
373,0,Thought we could go out for dinner. I'll treat you! Seem ok?
374,0,Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.
375,0,How much for an eighth?
376,0,I want to be there so i can kiss you and feel you next to me
377,0,U buy newspapers already?
378,0,"Nah, Wednesday. When should I bring the mini cheetos bag over?"
379,0,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.
380,0,Okay... We wait ah
381,0,Yup... Ok i go home look at the timings then i msg ? again... Xuhui going to learn on 2nd may too but her lesson is at 8am
382,0,By monday next week. Give me the full gist
383,0,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.
384,0,Don know:)this week i'm going to tirunelvai da.
385,0,Thanks for this hope you had a good day today
386,0,It's justbeen overa week since we broke up and already our brains are going to mush!
387,0,For fear of fainting with the of all that housework you just did? Quick have a cuppa
388,0,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM
389,0,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES
390,0,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs.."
391,0,Ugh I don't wanna get out of bed. It's so warm.
392,0,"Don't worry, * is easy once have ingredients!"
393,0,I am sorry it hurt you.
394,0,R u meeting da ge at nite tmr?
395,1,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
396,0,After the drug she will be able to eat.
397,0,Boy you best get yo ass out here quick
398,0,I AM AT THE GAS STATION. GO THERE.
399,1,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk."
400,0,will you like to be spoiled? :)
401,1,Call from 08702490080 - tells u 2 call 09066358152 to claim å£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
402,0,"Sorry pa, i dont knw who ru pa?"
403,0,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...
404,1,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16
405,0,They just talking thats it de. They wont any other.
406,0,"That's very rude, you on campus?"
407,0,No need to ke qi... ÌÏ too bored izzit y suddenly thk of this...
408,0,Yup. Thk of u oso boring wat.
409,0,Ok. How many should i buy.
410,0,Hey i've booked the pilates and yoga lesson already... Haha
411,0,K:)k..its good:)when are you going?
412,0,Can not use foreign stamps in this country.
413,0,* You gonna ring this weekend or wot?
414,0,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks
415,0,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx
416,0,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
417,0,Well i will watch shrek in 3D!!B)
418,0,We'll you pay over like  &lt;#&gt; yrs so its not too difficult
419,0,"That's good, because I need drugs"
420,0,Am I the only one who doesn't stalk profiles?
421,0,Can you say what happen
422,1,Adult 18 Content Your video will be with you shortly
423,0,Yup i thk cine is better cos no need 2 go down 2 plaza mah.
424,0,He is there. You call and meet him
425,1,"Auction round 4. The highest bid is now å£54. Next maximum bid is å£71. To bid, send BIDS e. g. 10 (to bid å£10) to 83383. Good luck."
426,1,Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm
427,0,DonÛ? give a flying monkeys wot they think and I certainly donÛ? mind. Any friend of mine and all that!
428,0,You made my day. Do have a great day too.
429,0,At 4. Let's go to bill millers
430,0,aathi..where are you dear..
431,0,How much it will cost approx . Per month.
432,0,Yup... How ? noe leh...
433,0,U havenåÕt lost me ill always b here 4u.i didnåÕt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thatåÕs what itried2tell urmom.i careabout u
434,0,"Bill, as in: Are there any letters for me. iÛªm expecting one from orange that isnÛªt a bill but may still say orange on it."
435,0,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.
436,0,Dear umma she called me now :-)
437,0,Okay. I've seen it. So i should pick it on friday?
438,0,Ambrith..madurai..met u in arun dha marrge..remembr?
439,0,And now electricity just went out fml.
440,1,500 free text msgs. Just text ok to 80488 and we'll credit your account
441,0,Pick you up bout 7.30ish? What time are  and that going?
442,0,I am waiting machan. Call me once you free.
443,1,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p 
444,0,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.
445,0,ÌÏ v ma fan...
446,1,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk"
447,0,"Goodmorning, today i am late for 1hr."
448,0,Allo! We have braved the buses and taken on the trains and triumphed. I mean weÛ?e in bÛ?am. Have a jolly good rest of week
449,1,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP
450,0,Hey tmr meet at bugis 930 ?
451,0,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.
452,0,"Jay told me already, will do"
453,0,Well. Balls. Time to make calls
454,0,I wonder if you'll get this text?
455,0,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing."
456,0,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.
457,0,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one ? cut ur hair. 
458,0,I can't describe how lucky you are that I'm actually awake by noon
459,1,Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.
460,0,Did you show him and wot did he say or could u not c him 4 dust?
461,1,URGENT! Your Mobile number has been awarded with a å£2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only
462,1,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate"
463,0,Pls speak to that customer machan.
464,0,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? 
465,0,Happy new year to u too!
466,0,"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing."
467,0,"Aight, can you text me the address?"
468,0,Leave it wif me lar... ÌÏ wan to carry meh so heavy... Is da num 98321561 familiar to ??
469,0,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
470,0,"Alright omw, gotta change my order to a half8th"
471,0,None of that's happening til you get here though
472,1,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub
473,0,No messages on her phone. I'm holding it now
474,0,\Hey sorry I didntgive ya a a bellearlier hunny
475,0,No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!
476,1,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!"
477,0,Aiyah then i wait lor. Then u entertain me. Hee...
478,0,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs
479,0,No need for the drug anymore.
480,0,Good evening! this is roger. How are you?
481,0,"Wat time liao, where still got."
482,0,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die
483,0,Customer place i will call you.
484,1,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE"
485,0,Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*
486,0,Thanx 4 e brownie it's v nice...
487,0,Oh ok i didnt know what you meant. Yep i am baby jontin
488,0,Meet after lunch la...
489,0,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*"
490,0,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs
491,0,say thanks2. 
492,0,That day you asked about anand number. Why:-)
493,0,"Its ok, called mom instead have fun"
494,0,I though we shd go out n have some fun so bar in town or something Û?sound ok?
495,0,Ok lor. I'm in town now lei.
496,0,S:-)if we have one good partnership going we will take lead:)
497,0,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;"
498,0,What's nannys address?
499,1,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz
500,0,No shoot me. I'm in the docs waiting room. :/
501,0,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.
502,0,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace."
503,0,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
504,0,I dont understand your message.
505,0,Fuck babe ... What happened to you ? How come you never came back?
506,0,"Looks like you found something to do other than smoke, great job!"
507,0,Haha... Hope ? can hear the receipt sound... Gd luck!
508,0,They don't put that stuff on the roads to keep it from getting slippery over there?
509,0,K..u also dont msg or reply to his msg..
510,0,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItåÕs the least a unique person like u deserve. Sleep tight or morning
511,0,"Aight no rush, I'll ask jay"
512,0,No. But we'll do medical missions to nigeria
513,1,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P"
514,0,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx
515,0,Great. P diddy is my neighbor and comes for toothpaste every morning
516,0,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . ."
517,0,Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.
518,0,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:)
519,0,Would me smoking you out help us work through this difficult time
